OperatorID;Room1;Room2;TravelTime
1;043A03DK 4;093A08DK 4;8
1;093A08DK 4;043A03DK 4;8
1;043A03DK 4;032A14DK 4;12
1;032A14DK 4;032A04DK 4;22
1;032A04DK 4;042A26DK 4;5
1;042A26DK 4;042A01DK 4;7
1;042A01DK 4;042A26DK 4;7
1;042A26DK 4;032A04DK 4;5
1;032A04DK 4;032A14DK 4;22
1;032A14DK 4;042A12DK 4;3
1;042A12DK 4;092A04DK 4;7
1;092A04DK 4;042A12DK 4;7
1;042A12DK 4;032A14DK 4;3
1;032A14DK 4;043A03DK 4;12
1;043A03DK 4;033A06DK 4;9
1;033A06DK 4;033A06DK 3;14
1;033A06DK 3;013A10_1DK 3;5
1;013A10_1DK 3;013A10DK 2;13
1;013A10DK 2;013A10DK 1;24
1;013A10DK 1;014A01DK 1;2
1;014A01DK 1;013A10DK 1;2
1;013A10DK 1;013A07DK 1;8
1;013A07DK 1;013A08DK 1;4
1;013A08DK 1;013A08DK 2;17
1;013A08DK 2;013A08DK 3;14
1;013A08DK 3;033A05DK 3;5
2;034A04DK 4;044A05DK 4;9
2;044A05DK 4;044A12DK 4;12
2;044A12DK 4;044A05DK 4;12
2;044A05DK 4;014A03DK 4;9
2;014A03DK 4;014A03DK 3;13
2;014A03DK 3;014A03DK 2;17
2;014A03DK 2;014A03DK 1;16
2;014A03DK 1;014A01DK 1;8
2;014A01DK 1;013A10DK 1;2
2;013A10DK 1;013A10DK 2;24
2;013A10DK 2;013A10_1DK 3;13
2;013A10_1DK 3;033A06DK 3;5
2;033A06DK 3;033A06DK 4;14
2;033A06DK 4;043A03DK 4;9
2;043A03DK 4;093A08DK 4;8
2;093A08DK 4;043A03DK 4;8
2;043A03DK 4;043A14DK 4;15
2;043A14DK 4;043A14DK 5;6
2;043A14DK 5;043A14DK 6;6
2;043A14DK 6;043A14DK 7;6
2;043A14DK 7;043A14DK 8;7
2;043A14DK 8;043A14DK 9;7
2;043A14DK 9;043A14DK 10;5
2;043A14DK 10;103A08DK 10;3
2;103A08DK 10;093A08DK 10;6
2;093A08DK 10;103A08DK 10;6
2;103A08DK 10;043A14DK 10;3
2;043A14DK 10;043A14DK 11;5
2;043A14DK 11;043A14DK 12;5
2;043A14DK 12;123A02DK 12;8
2;123A02DK 12;124A01DK 12;33
2;124A01DK 12;123A02DK 12;33
2;123A02DK 12;043A14DK 12;8
2;043A14DK 12;043A14DK 11;5
2;043A14DK 11;113A02DK 11;8
2;113A02DK 11;093A08DK 11;19
2;093A08DK 11;113A02DK 11;19
2;113A02DK 11;114A07DK 11;33
2;114A07DK 11;044A04DK 11;11
2;044A04DK 11;044A04DK 12;6
2;044A04DK 12;044A04DK 13;6
2;044A04DK 13;044A04DK 14;6
2;044A04DK 14;044A04DK 15;6
2;044A04DK 15;154A11DK 15;3
2;154A11DK 15;094A08DK 15;9
2;094A08DK 15;154A11DK 15;9
2;154A11DK 15;044A04DK 15;3
2;044A04DK 15;044A04DK 14;6
2;044A04DK 14;044A04DK 13;6
2;044A04DK 13;044A04DK 12;6
2;044A04DK 12;044A04DK 11;6
2;044A04DK 11;044A04DK 10;6
2;044A04DK 10;044A04DK 9;6
2;044A04DK 9;044A04DK 8;7
2;044A04DK 8;084A03DK 8;4
2;084A03DK 8;084A06DK 8;9
2;084A06DK 8;084A05DK 8;4
2;084A05DK 8;084A06DK 8;4
2;084A06DK 8;084A03DK 8;9
2;084A03DK 8;044A04DK 8;4
2;044A04DK 8;044A04DK 9;7
2;044A04DK 9;094A01DK 9;11
2;094A01DK 9;094A08DK 9;26
2;094A08DK 9;094A02DK 9;13
2;094A02DK 9;095A03DK 9;37
2;095A03DK 9;095A06DK 9;10
2;095A06DK 9;095A03DK 9;10
2;095A03DK 9;055A05_1DK 9;10
2;055A05_1DK 9;095A03DK 9;10
2;095A03DK 9;096A01DK 9;34
2;096A01DK 9;056A03DK 9;8
2;056A03DK 9;096A01DK 9;8
2;096A01DK 9;026A04DK 9;16
2;026A04DK 9;026A04DK 8;8
2;026A04DK 8;086A01DK 8;12
2;086A01DK 8;026A09DK 8;10
2;026A09DK 8;086A12DK 8;3
2;086A12DK 8;086A10DK 8;3
2;086A10DK 8;086A12DK 8;3
2;086A12DK 8;026A09DK 8;3
2;026A09DK 8;086A01DK 8;10
2;086A01DK 8;026A04DK 8;12
2;026A04DK 8;026A04DK 7;10
2;026A04DK 7;026A04DK 6;11
2;026A04DK 6;026A04DK 5;8
2;026A04DK 5;026A04DK 4;7
2;026A04DK 4;046A24DK 4;8
2;046A24DK 4;046A01DK 4;12
2;046A01DK 4;046A05DK 4;9
3;034A04DK 4;044A05DK 4;9
3;044A05DK 4;044A14DK 4;9
3;044A14DK 4;044A05DK 4;9
3;044A05DK 4;044A04DK 4;5
3;044A04DK 4;044A04DK 5;5
3;044A04DK 5;044A04DK 6;6
3;044A04DK 6;044A04DK 7;7
3;044A04DK 7;044A04DK 8;7
3;044A04DK 8;044A04DK 9;7
3;044A04DK 9;094A01DK 9;11
3;094A01DK 9;094A08DK 9;26
3;094A08DK 9;094A02DK 9;13
3;094A02DK 9;095A03DK 9;37
3;095A03DK 9;096A01DK 9;34
3;096A01DK 9;056A03DK 9;8
3;056A03DK 9;096A01DK 9;8
3;096A01DK 9;095A03DK 9;34
3;095A03DK 9;055A05_1DK 9;10
3;055A05_1DK 9;095A03DK 9;10
3;095A03DK 9;094A02DK 9;37
3;094A02DK 9;093A02DK 9;32
3;093A02DK 9;092A03DK 9;30
3;092A03DK 9;091A04DK 9;30
3;091A04DK 9;091A06DK 9;5
3;091A06DK 9;091A04DK 9;5
3;091A04DK 9;092A03DK 9;30
3;092A03DK 9;093A02DK 9;30
3;093A02DK 9;043A14DK 9;8
3;043A14DK 9;093A09DK 9;3
3;093A09DK 9;093A08DK 9;7
3;093A08DK 9;093A09DK 9;7
3;093A09DK 9;043A14DK 9;3
3;043A14DK 9;043A14DK 8;7
3;043A14DK 8;043A14DK 7;7
3;043A14DK 7;043A14DK 6;6
3;043A14DK 6;053A02DK 6;7
3;053A02DK 6;043A14DK 6;7
3;043A14DK 6;043A14DK 5;6
3;043A14DK 5;043A14DK 4;6
3;043A14DK 4;043A03DK 4;15
3;043A03DK 4;043A09DK 4;20
3;043A09DK 4;043A09DK 5;15
3;043A09DK 5;043A09DK 4;15
3;043A09DK 4;043A03DK 4;20
3;043A03DK 4;032A14DK 4;12
3;032A14DK 4;032A14DK 5;14
3;032A14DK 5;032A14DK 6;9
3;032A14DK 6;062A01DK 6;16
3;062A01DK 6;061A21DK 6;21
3;061A21DK 6;031A21DK 6;6
3;031A21DK 6;031A21DK 5;8
3;031A21DK 5;031A21DK 4;6
3;031A21DK 4;031A21DK 3;6
3;031A21DK 3;031A39DK 3;5
3;031A39DK 3;011A01DK 3;8
3;011A01DK 3;011A01DK 2;8
3;011A01DK 2;011A01DK 3;8
3;011A01DK 3;031A39DK 3;8
3;031A39DK 3;031A21DK 3;5
3;031A21DK 3;031A21DK 4;6
3;031A21DK 4;031A21DK 5;6
3;031A21DK 5;031A21DK 6;8
3;031A21DK 6;031A21DK 7;8
3;031A21DK 7;031A21DK 8;8
3;031A21DK 8;031A21DK 9;8
3;031A21DK 9;031A21DK 10;7
3;031A21DK 10;031A21DK 11;7
3;031A21DK 11;031A21DK 12;7
3;031A21DK 12;031A21DK 13;7
3;031A21DK 13;031A21DK 14;7
3;031A21DK 14;141A05DK 14;12
3;141A05DK 14;091A06DK 14;7
3;091A06DK 14;141A05DK 14;7
3;141A05DK 14;142A01DK 14;30
3;142A01DK 14;143A01DK 14;33
3;143A01DK 14;043A14DK 14;8
3;043A14DK 14;043A14DK 15;5
3;043A14DK 15;043A14DK 16;5
3;043A14DK 16;043A14DK 18;6
3;043A14DK 18;043A14DK 19;6
3;043A14DK 19;193A01DK 19;51
3;193A01DK 19;043A14DK 19;51
3;043A14DK 19;043A14DK 18;6
3;043A14DK 18;043A14DK 16;6
3;043A14DK 16;043A14DK 15;5
3;043A14DK 15;043A14DK 14;5
3;043A14DK 14;043A14DK 13;5
3;043A14DK 13;043A14DK 12;5
3;043A14DK 12;043A14DK 11;5
3;043A14DK 11;043A14DK 10;5
3;043A14DK 10;043A14DK 9;5
3;043A14DK 9;043A14DK 8;7
3;043A14DK 8;043A14DK 7;7
3;043A14DK 7;043A14DK 6;6
3;043A14DK 6;053A02DK 6;7
3;053A02DK 6;054A04DK 6;33
3;054A04DK 6;065A18DK 6;42
3;065A18DK 6;055A05_1DK 6;17
3;055A05_1DK 6;065A18DK 6;17
3;065A18DK 6;065A19DK 6;14
3;065A19DK 6;066A01DK 6;18
3;066A01DK 6;026A09DK 6;5
3;026A09DK 6;026A09DK 5;7
3;026A09DK 5;026A09DK 4;7
3;026A09DK 4;046A01DK 4;11
4;034A04DK 4;044A05DK 4;9
4;044A05DK 4;044A07DK 4;10
4;044A07DK 4;044A05DK 4;10
4;044A05DK 4;034A04DK 4;9
4;034A04DK 4;044A20DK 4;14
4;044A20DK 4;035A24DK 4;12
4;035A24DK 4;045A16DK 4;12
4;045A16DK 4;045A17DK 4;15
4;045A17DK 4;045A04DK 4;20
4;045A04DK 4;045A17DK 4;20
4;045A17DK 4;046A22DK 4;14
4;046A22DK 4;046A24DK 4;8
4;046A24DK 4;026A04DK 4;8
4;026A04DK 4;026A04DK 5;7
4;026A04DK 5;056A01DK 5;4
4;056A01DK 5;056A03DK 5;23
4;056A03DK 5;056A01DK 5;23
4;056A01DK 5;055A01DK 5;26
4;055A01DK 5;055A05DK 5;21
4;055A05DK 5;055A04DK 5;15
4;055A04DK 5;025A02DK 5;2
4;025A02DK 5;054A12DK 5;20
4;054A12DK 5;053A08DK 5;26
4;053A08DK 5;043A14DK 5;6
4;043A14DK 5;043A14DK 4;6
4;043A14DK 4;043A03DK 4;15
4;043A03DK 4;093A08DK 4;8
4;093A08DK 4;043A03DK 4;8
4;043A03DK 4;033A06DK 4;9
4;033A06DK 4;033A06DK 3;14
4;033A06DK 3;013A10_1DK 3;5
4;013A10_1DK 3;013A10DK 2;13
4;013A10DK 2;013A10DK 1;24
4;013A10DK 1;014A01DK 1;2
4;014A01DK 1;014A03DK 1;8
4;014A03DK 1;014A03DK 2;16
4;014A03DK 2;014A03DK 3;17
4;014A03DK 3;014A03DK 4;13
4;014A03DK 4;044A05DK 4;9
4;044A05DK 4;044A04DK 4;5
4;044A04DK 4;044A04DK 5;5
4;044A04DK 5;044A04DK 6;6
4;044A04DK 6;044A04DK 7;7
4;044A04DK 7;044A04DK 8;7
4;044A04DK 8;084A03DK 8;4
4;084A03DK 8;084A06DK 8;9
4;084A06DK 8;084A05DK 8;4
4;084A05DK 8;084A06DK 8;4
4;084A06DK 8;053A02DK 8;23
4;053A02DK 8;032A14DK 8;14
4;032A14DK 8;032A14DK 7;10
4;032A14DK 7;032A14DK 6;9
4;032A14DK 6;062A01DK 6;16
4;062A01DK 6;061A18DK 6;16
4;061A18DK 6;061A14DK 6;14
4;061A14DK 6;061A07DK 6;12
4;061A07DK 6;061A25DK 6;5
4;061A25DK 6;061A03DK 6;7
4;061A03DK 6;OPEN AREADK 6;16
4;OPEN AREADK 6;061A05DK 6;16
4;061A05DK 6;OPEN AREADK 6;16
4;OPEN AREADK 6;061P24DK 6;16
4;061P24DK 6;061A25DK 6;4
4;061A25DK 6;061A07DK 6;5
4;061A07DK 6;031A08DK 6;5
4;031A08DK 6;031A08DK 5;8
4;031A08DK 5;031A08DK 4;8
4;031A08DK 4;041A18DK 4;4
4;041A18DK 4;031A11DK 4;6
4;031A11DK 4;041A17DK 4;11
4;041A17DK 4;031A28_1DK 4;13
4;031A28_1DK 4;041A17DK 4;13
4;041A17DK 4;031A21DK 4;6
4;031A21DK 4;031A21DK 3;6
4;031A21DK 3;031A39DK 3;5
4;031A39DK 3;011A01DK 3;8
4;011A01DK 3;011A01DK 2;8
4;011A01DK 2;011A01DK 3;8
4;011A01DK 3;031A39DK 3;8
4;031A39DK 3;032A03DK 3;14
4;032A03DK 3;032A04DK 3;3
4;032A04DK 3;032A04DK 4;8
4;032A04DK 4;042A26DK 4;5
4;042A26DK 4;042A01DK 4;7
4;042A01DK 4;042A26DK 4;7
4;042A26DK 4;032A04DK 4;5
4;032A04DK 4;042A22DK 4;9
4;042A22DK 4;012A05DK 4;10
4;012A05DK 4;012A05DK 3;14
4;012A05DK 3;012A06DK 3;5
4;012A06DK 3;032A09DK 3;7
5;034A04DK 4;044A05DK 4;9
5;044A05DK 4;044A12DK 4;12
5;044A12DK 4;044A05DK 4;12
5;044A05DK 4;043A03DK 4;30
5;043A03DK 4;013A08DK 4;14
5;013A08DK 4;013A08DK 3;14
5;013A08DK 3;033A05DK 3;5
5;033A05DK 3;013A08DK 3;5
5;013A08DK 3;013A08DK 2;14
5;013A08DK 2;013A08DK 1;17
5;013A08DK 1;013A07DK 1;4
5;013A07DK 1;013A10DK 1;8
5;013A10DK 1;013A10DK 2;24
5;013A10DK 2;013A10DK 1;24
5;013A10DK 1;014A01DK 1;2
5;014A01DK 1;014A03DK 1;8
5;014A03DK 1;014A05DK 1;8
5;014A05DK 1;014A09DK 1;9
5;014A09DK 1;015A01DK 1;11
5;015A01DK 1;015A03DK 1;3
5;015A03DK 1;015A03DK 2;16
5;015A03DK 2;025A01DK 2;3
5;025A01DK 2;025A02DK 2;5
5;025A02DK 2;025A02DK 3;6
5;025A02DK 3;025A02DK 4;10
5;025A02DK 4;025A02DK 5;9
5;025A02DK 5;025A02DK 6;11
5;025A02DK 6;065A18DK 6;27
5;065A18DK 6;055A05_1DK 6;17
5;055A05_1DK 6;065A18DK 6;17
5;065A18DK 6;065A19DK 6;14
5;065A19DK 6;066A01DK 6;18
5;066A01DK 6;026A04DK 6;13
5;026A04DK 6;026A04DK 7;11
5;026A04DK 7;026A04DK 8;10
5;026A04DK 8;026A04DK 9;8
5;026A04DK 9;026A04DK 10;7
5;026A04DK 10;106A02DK 10;21
5;106A02DK 10;056A03DK 10;9
5;056A03DK 10;106A02DK 10;9
5;106A02DK 10;026A04DK 10;21
5;026A04DK 10;026A04DK 9;7
5;026A04DK 9;026A04DK 8;8
5;026A04DK 8;026A04DK 7;10
5;026A04DK 7;026A04DK 6;11
5;026A04DK 6;026A04DK 5;8
5;026A04DK 5;056A01DK 5;4
5;056A01DK 5;056A03DK 5;23
5;056A03DK 5;056A01DK 5;23
5;056A01DK 5;055A14DK 5;24
5;055A14DK 5;054A12DK 5;35
5;054A12DK 5;053A08DK 5;26
5;053A08DK 5;043A14DK 5;6
5;043A14DK 5;043A14DK 4;6
5;043A14DK 4;043A03DK 4;15
5;043A03DK 4;032A14DK 4;12
5;032A14DK 4;032A04DK 4;22
5;032A04DK 4;042A26DK 4;5
5;042A26DK 4;042A01DK 4;7
5;042A01DK 4;042A26DK 4;7
5;042A26DK 4;032A04DK 4;5
5;032A04DK 4;041A17DK 4;15
5;041A17DK 4;031A28_1DK 4;13
5;031A28_1DK 4;041A17DK 4;13
5;041A17DK 4;041A14DK 4;10
5;041A14DK 4;041A17DK 4;10
5;041A17DK 4;032A04DK 4;15
5;032A04DK 4;042A25DK 4;15
5;042A25DK 4;032A07DK 4;6
5;032A07DK 4;032A07DK 3;14
5;032A07DK 3;032A06DK 3;4
5;032A06DK 3;032A07DK 3;4
5;032A07DK 3;032A07DK 4;14
5;032A07DK 4;042A25DK 4;6
5;042A25DK 4;032A14DK 4;16
5;032A14DK 4;043A03DK 4;12
5;043A03DK 4;043A14DK 4;15
5;043A14DK 4;043A14DK 5;6
5;043A14DK 5;043A14DK 6;6
5;043A14DK 6;043A14DK 7;6
5;043A14DK 7;043A14DK 8;7
5;043A14DK 8;043A14DK 9;7
5;043A14DK 9;043A14DK 10;5
5;043A14DK 10;043A14DK 11;5
5;043A14DK 11;113A02DK 11;8
5;113A02DK 11;093A08DK 11;19
5;093A08DK 11;113A02DK 11;19
5;113A02DK 11;043A14DK 11;8
5;043A14DK 11;043A14DK 12;5
5;043A14DK 12;043A14DK 13;5
5;043A14DK 13;043A14DK 14;5
5;043A14DK 14;143A01DK 14;8
5;143A01DK 14;144A01DK 14;34
5;144A01DK 14;145A01DK 14;38
5;145A01DK 14;146A02DK 14;31
5;146A02DK 14;056A03DK 14;8
6;034A04DK 4;044A05DK 4;9
6;044A05DK 4;043A03DK 4;30
6;043A03DK 4;032A14DK 4;12
6;032A14DK 4;032A04DK 4;22
6;032A04DK 4;041A17DK 4;15
6;041A17DK 4;031A28_1DK 4;13
6;031A28_1DK 4;041A17DK 4;13
6;041A17DK 4;031A21DK 4;6
6;031A21DK 4;031A21DK 5;6
6;031A21DK 5;031A21DK 6;8
6;031A21DK 6;031A21DK 7;8
6;031A21DK 7;031A21DK 8;8
6;031A21DK 8;031A21DK 9;8
6;031A21DK 9;031A21DK 10;7
6;031A21DK 10;031A21DK 11;7
6;031A21DK 11;111A01DK 11;12
6;111A01DK 11;091A06DK 11;6
6;091A06DK 11;111A01DK 11;6
6;111A01DK 11;112A01DK 11;25
6;112A01DK 11;032A14DK 11;25
6;032A14DK 11;032A14DK 12;10
6;032A14DK 12;123A02DK 12;16
6;123A02DK 12;124A01DK 12;33
6;124A01DK 12;044A04DK 12;11
6;044A04DK 12;044A04DK 13;6
6;044A04DK 13;044A04DK 14;6
6;044A04DK 14;044A04DK 15;6
6;044A04DK 15;044A04DK 16;6
6;044A04DK 16;044A04DK 18;6
6;044A04DK 18;044A04DK 19;7
6;044A04DK 19;194A02DK 19;3
6;194A02DK 19;094A08DK 19;4
6;094A08DK 19;194A02DK 19;4
6;194A02DK 19;044A04DK 19;3
6;044A04DK 19;193A02DK 19;72
6;193A02DK 19;044A04DK 19;72
6;044A04DK 19;044A04DK 18;7
6;044A04DK 18;044A04DK 16;6
6;044A04DK 16;044A04DK 15;6
6;044A04DK 15;154A11DK 15;3
6;154A11DK 15;094A08DK 15;9
6;094A08DK 15;154A11DK 15;9
6;154A11DK 15;044A04DK 15;3
6;044A04DK 15;044A04DK 14;6
6;044A04DK 14;144A01DK 14;11
6;144A01DK 14;025A02DK 14;19
6;025A02DK 14;025A02DK 15;10
6;025A02DK 15;025A02DK 16;10
6;025A02DK 16;025A02DK 18;11
6;025A02DK 18;025A02DK 19;11
6;025A02DK 19;195A02DK 19;6
6;195A02DK 19;055A05DK 20;37
6;055A05DK 20;195A02DK 19;37
6;195A02DK 19;025A02DK 19;6
6;025A02DK 19;025A02DK 18;11
6;025A02DK 18;025A02DK 16;11
6;025A02DK 16;164A01DK 16;13
6;164A01DK 16;025A02DK 16;13
6;025A02DK 16;165A01DK 16;18
6;165A01DK 16;026A04DK 16;24
6;026A04DK 16;026A04DK 15;7
6;026A04DK 15;026A04DK 14;7
6;026A04DK 14;026A04DK 13;7
6;026A04DK 13;026A04DK 12;7
6;026A04DK 12;026A04DK 11;7
6;026A04DK 11;026A04DK 10;7
6;026A04DK 10;026A04DK 9;7
6;026A04DK 9;096A01DK 9;16
6;096A01DK 9;056A03DK 9;8
6;056A03DK 9;096A01DK 9;8
6;096A01DK 9;026A04DK 9;16
6;026A04DK 9;026A04DK 10;7
6;026A04DK 10;026A04DK 11;7
6;026A04DK 11;026A04DK 12;7
6;026A04DK 12;026A04DK 13;7
6;026A04DK 13;026A04DK 14;7
6;026A04DK 14;026A04DK 15;7
6;026A04DK 15;026A04DK 16;7
6;026A04DK 16;026A04DK 18;8
6;026A04DK 18;026A04DK 19;7
6;026A04DK 19;196A01DK 19;59
6;196A01DK 19;205A05DK 20;46
7;034A04DK 4;044A05DK 4;9
7;044A05DK 4;044A04DK 4;5
7;044A04DK 4;044A04DK 5;5
7;044A04DK 5;044A04DK 6;6
7;044A04DK 6;044A04DK 7;7
7;044A04DK 7;044A04DK 8;7
7;044A04DK 8;044A04DK 9;7
7;044A04DK 9;044A04DK 10;6
7;044A04DK 10;044A04DK 11;6
7;044A04DK 11;114A07DK 11;11
7;114A07DK 11;094A08DK 11;18
7;094A08DK 11;114A07DK 11;18
7;114A07DK 11;044A04DK 11;11
7;044A04DK 11;044A04DK 10;6
7;044A04DK 10;044A04DK 9;6
7;044A04DK 9;094A01DK 9;11
7;094A01DK 9;094A08DK 9;26
7;094A08DK 9;094A02DK 9;13
7;094A02DK 9;093A02DK 9;32
7;093A02DK 9;092A03DK 9;30
7;092A03DK 9;092A04DK 9;5
7;092A04DK 9;092A03DK 9;5
7;092A03DK 9;091A05DK 9;30
7;091A05DK 9;031A21DK 9;12
7;031A21DK 9;031A21DK 10;7
7;031A21DK 10;101A01DK 10;12
7;101A01DK 10;091A06DK 10;7
7;091A06DK 10;101A01DK 10;7
7;101A01DK 10;031A21DK 10;12
7;031A21DK 10;031A21DK 11;7
7;031A21DK 11;031A21DK 12;7
7;031A21DK 12;031A21DK 13;7
7;031A21DK 13;031A21DK 14;7
7;031A21DK 14;031A21DK 15;7
7;031A21DK 15;151A01DK 15;12
7;151A01DK 15;091A06DK 15;6
7;091A06DK 15;151A01DK 15;6
7;151A01DK 15;031A21DK 15;12
7;031A21DK 15;031A21DK 14;7
7;031A21DK 14;031A21DK 13;7
7;031A21DK 13;031A21DK 12;7
7;031A21DK 12;031A21DK 11;7
7;031A21DK 11;031A21DK 10;7
7;031A21DK 10;031A21DK 9;7
7;031A21DK 9;031A21DK 8;8
7;031A21DK 8;031A21DK 7;8
7;031A21DK 7;031A21DK 6;8
7;031A21DK 6;031A21DK 5;8
7;031A21DK 5;031A21DK 4;6
7;031A21DK 4;041A17DK 4;6
7;041A17DK 4;031A11DK 4;11
7;031A11DK 4;041A18DK 4;6
7;041A18DK 4;031A08DK 4;4
7;031A08DK 4;031A08DK 5;8
7;031A08DK 5;031A08DK 6;8
7;031A08DK 6;061A07DK 6;5
7;061A07DK 6;061A25DK 6;5
7;061A25DK 6;061A03DK 6;7
7;061A03DK 6;061A25DK 6;7
7;061A25DK 6;061A07DK 6;5
7;061A07DK 6;061A14DK 6;12
7;061A14DK 6;061A21DK 6;12
7;061A21DK 6;031A21DK 6;6
7;031A21DK 6;031A21DK 7;8
7;031A21DK 7;031A21DK 8;8
7;031A21DK 8;031A21DK 9;8
7;031A21DK 9;031A21DK 10;7
7;031A21DK 10;031A21DK 11;7
7;031A21DK 11;111A01DK 11;12
7;111A01DK 11;091A06DK 11;6
7;091A06DK 11;111A01DK 11;6
7;111A01DK 11;112A01DK 11;25
7;112A01DK 11;092A04DK 11;10
7;092A04DK 11;112A01DK 11;10
7;112A01DK 11;113A02DK 11;35
7;113A02DK 11;043A14DK 11;8
7;043A14DK 11;043A14DK 10;5
7;043A14DK 10;103A08DK 10;3
7;103A08DK 10;093A08DK 10;6
7;093A08DK 10;103A08DK 10;6
7;103A08DK 10;043A14DK 10;3
7;043A14DK 10;043A14DK 11;5
7;043A14DK 11;043A14DK 12;5
7;043A14DK 12;043A14DK 13;5
7;043A14DK 13;043A14DK 14;5
7;043A14DK 14;043A14DK 15;5
7;043A14DK 15;043A14DK 16;5
7;043A14DK 16;043A14DK 18;6
7;043A14DK 18;043A14DK 19;6
7;043A14DK 19;043A14_1DK 20;6
7;043A14_1DK 20;203A03DK 20;1
7;203A03DK 20;203A01DK 20;2
7;203A01DK 20;203A03DK 20;2
7;203A03DK 20;043A14_1DK 20;1
7;043A14_1DK 20;043A14DK 19;6
7;043A14DK 19;192A03DK 19;48
7;192A03DK 19;043A14DK 19;48
7;043A14DK 19;Open AreaDK 20;73
8;034A04DK 4;044A05DK 4;9
8;044A05DK 4;044A04DK 4;5
8;044A04DK 4;044A04DK 5;5
8;044A04DK 5;054A01DK 5;12
8;054A01DK 5;044A04DK 5;12
8;044A04DK 5;044A04DK 6;6
8;044A04DK 6;054A04DK 6;12
8;054A04DK 6;025A02DK 6;18
8;025A02DK 6;025A02DK 7;11
8;025A02DK 7;025A02DK 8;11
8;025A02DK 8;085A04DK 8;16
8;085A04DK 8;026A04DK 8;24
8;026A04DK 8;026A04DK 9;8
8;026A04DK 9;096A01DK 9;16
8;096A01DK 9;056A03DK 9;8
8;056A03DK 9;096A01DK 9;8
8;096A01DK 9;026A04DK 9;16
8;026A04DK 9;026A04DK 10;7
8;026A04DK 10;026A04DK 11;7
8;026A04DK 11;026A04DK 12;7
8;026A04DK 12;026A04DK 13;7
8;026A04DK 13;026A04DK 14;7
8;026A04DK 14;026A04DK 15;7
8;026A04DK 15;156A01DK 15;8
8;156A01DK 15;155A02DK 15;28
8;155A02DK 15;055A05_1DK 15;11
8;055A05_1DK 15;155A02DK 15;11
8;155A02DK 15;025A02DK 15;23
8;025A02DK 15;154A01DK 15;19
8;154A01DK 15;044A04DK 15;11
8;044A04DK 15;154A11DK 15;3
8;154A11DK 15;094A08DK 15;9
8;094A08DK 15;154A11DK 15;9
8;154A11DK 15;044A04DK 15;3
8;044A04DK 15;044A04DK 14;6
8;044A04DK 14;144A01DK 14;11
