OperatorID;Room1;Room2;TravelTime
5;096A01DK 9;026A04DK 9;16
5;026A04DK 9;026A04DK 8;8
5;026A04DK 8;026A04DK 7;10
5;026A04DK 7;026A04DK 6;11
5;026A04DK 6;026A04DK 5;8
5;026A04DK 5;056A01DK 5;4
5;056A01DK 5;056A03DK 5;23
5;056A03DK 5;056A01DK 5;23
5;056A01DK 5;026A04DK 5;4
5;026A04DK 5;026A04DK 4;7
5;026A04DK 4;046A24DK 4;8
5;046A24DK 4;046A01DK 4;12
5;046A01DK 4;046A08DK 4;9
5;046A08DK 4;046A01DK 4;9
5;046A01DK 4;046A05DK 4;9
6;034A04DK 4;044A29DK 4;9
6;044A29DK 4;024A06DK 4;5
6;024A06DK 4;024A06DK 3;7
6;024A06DK 3;024A06DK 2;7
6;024A06DK 2;024A05DK 2;7
6;024A05DK 2;025A01DK 2;9
6;025A01DK 2;015A03DK 2;3
6;015A03DK 2;015A03DK 1;16
6;015A03DK 1;015A01DK 1;3
6;015A01DK 1;014A09DK 1;11
6;014A09DK 1;014A05DK 1;9
6;014A05DK 1;014A03DK 1;8
6;014A03DK 1;014A01DK 1;8
6;014A01DK 1;013A10DK 1;2
6;013A10DK 1;013A06DK 1;15
6;013A06DK 1;013A06DK 2;14
6;013A06DK 2;013A06DK 3;10
6;013A06DK 3;013A06DK 4;18
6;013A06DK 4;043A03DK 4;15
6;043A03DK 4;032A14DK 4;12
6;032A14DK 4;043A03DK 4;12
6;043A03DK 4;033A06DK 4;9
6;033A06DK 4;033A06DK 3;14
6;033A06DK 3;013A10_1DK 3;5
6;013A10_1DK 3;013A10DK 2;13
6;013A10DK 2;013A10DK 1;24
6;013A10DK 1;014A01DK 1;2
6;014A01DK 1;013A10DK 1;2
6;013A10DK 1;013A07DK 1;8
6;013A07DK 1;013A08DK 1;4
6;013A08DK 1;013A08DK 2;17
6;013A08DK 2;013A08DK 3;14
6;013A08DK 3;033A05DK 3;5
6;033A05DK 3;013A08DK 3;5
6;013A08DK 3;013A08DK 4;14
6;013A08DK 4;043A03DK 4;14
6;043A03DK 4;032A14DK 4;12
6;032A14DK 4;032A04DK 4;22
6;032A04DK 4;041A17DK 4;15
6;041A17DK 4;031A11DK 4;11
6;031A11DK 4;041A18DK 4;6
6;041A18DK 4;031A08DK 4;4
6;031A08DK 4;031A08DK 5;8
6;031A08DK 5;031A08DK 6;8
6;031A08DK 6;061A07DK 6;5
6;061A07DK 6;061A25DK 6;5
6;061A25DK 6;061P24DK 6;4
6;061P24DK 6;OPEN AREADK 6;16
6;OPEN AREADK 6;061A05DK 6;16
6;061A05DK 6;OPEN AREADK 6;16
6;OPEN AREADK 6;061A03DK 6;16
7;034A04DK 4;044A05DK 4;9
7;044A05DK 4;044A12DK 4;12
7;044A12DK 4;044A05DK 4;12
7;044A05DK 4;044A04DK 4;5
7;044A04DK 4;044A04DK 5;5
7;044A04DK 5;044A04DK 6;6
7;044A04DK 6;044A04DK 7;7
7;044A04DK 7;044A04DK 8;7
7;044A04DK 8;044A04DK 9;7
7;044A04DK 9;094A01DK 9;11
7;094A01DK 9;095A03DK 9;37
7;095A03DK 9;095A06DK 9;10
7;095A06DK 9;095A03DK 9;10
7;095A03DK 9;096A01DK 9;34
7;096A01DK 9;026A04DK 9;16
7;026A04DK 9;026A04DK 8;8
7;026A04DK 8;086A01DK 8;12
7;086A01DK 8;026A09DK 8;10
7;026A09DK 8;086A06DK 8;7
7;086A06DK 8;086A11DK 8;10
7;086A11DK 8;086A06DK 8;10
7;086A06DK 8;026A09DK 8;7
7;026A09DK 8;086A01DK 8;10
7;086A01DK 8;026A04DK 8;12
7;026A04DK 8;026A04DK 9;8
7;026A04DK 9;026A04DK 10;7
7;026A04DK 10;026A04DK 11;7
7;026A04DK 11;026A04DK 12;7
7;026A04DK 12;026A04DK 13;7
7;026A04DK 13;026A04DK 14;7
7;026A04DK 14;026A04DK 15;7
7;026A04DK 15;026A04DK 16;7
7;026A04DK 16;026A04DK 18;8
7;026A04DK 18;026A04DK 19;7
7;026A04DK 19;196A01DK 19;59
8;034A04DK 4;044A29DK 4;9
8;044A29DK 4;024A06DK 4;5
8;024A06DK 4;025A02DK 4;13
8;025A02DK 4;025A02DK 5;9
8;025A02DK 5;025A02DK 6;11
8;025A02DK 6;025A02DK 7;11
8;025A02DK 7;025A02DK 8;11
8;025A02DK 8;085A04DK 8;16
8;085A04DK 8;086A01DK 8;33
8;086A01DK 8;026A09DK 8;10
8;026A09DK 8;086A06DK 8;7
8;086A06DK 8;086A11DK 8;10
8;086A11DK 8;086A06DK 8;10
8;086A06DK 8;026A09DK 8;7
8;026A09DK 8;086A12DK 8;3
8;086A12DK 8;086A10DK 8;3
8;086A10DK 8;086A12DK 8;3
8;086A12DK 8;026A09DK 8;3
8;026A09DK 8;086A01DK 8;10
8;086A01DK 8;026A04DK 8;12
8;026A04DK 8;026A04DK 9;8
8;026A04DK 9;026A04DK 10;7
8;026A04DK 10;026A04DK 11;7
8;026A04DK 11;026A04DK 12;7
8;026A04DK 12;026A04DK 13;7
8;026A04DK 13;026A04DK 14;7
8;026A04DK 14;026A04DK 15;7
8;026A04DK 15;026A04DK 16;7
8;026A04DK 16;026A04DK 18;8
8;026A04DK 18;026A04DK 19;7
8;026A04DK 19;196A02DK 19;59
8;196A02DK 19;205A05DK 20;46
9;034A04DK 4;044A05DK 4;9
9;044A05DK 4;044A12DK 4;12
9;044A12DK 4;044A05DK 4;12
9;044A05DK 4;043A03DK 4;30
9;043A03DK 4;032A14DK 4;12
9;032A14DK 4;032A04DK 4;22
9;032A04DK 4;042A26DK 4;5
9;042A26DK 4;042A01DK 4;7
9;042A01DK 4;042A26DK 4;7
9;042A26DK 4;032A04DK 4;5
9;032A04DK 4;041A17DK 4;15
9;041A17DK 4;031A11DK 4;11
9;031A11DK 4;041A18DK 4;6
9;041A18DK 4;031A08DK 4;4
9;031A08DK 4;031A08DK 5;8
9;031A08DK 5;031A08DK 6;8
9;031A08DK 6;061A07DK 6;5
9;061A07DK 6;061A25DK 6;5
9;061A25DK 6;061A03DK 6;7
9;061A03DK 6;061A25DK 6;7
9;061A25DK 6;061A07DK 6;5
9;061A07DK 6;061A14DK 6;12
9;061A14DK 6;061A21DK 6;12
9;061A21DK 6;031A21DK 6;6
9;031A21DK 6;031A21DK 7;8
9;031A21DK 7;031A21DK 8;8
9;031A21DK 8;031A21DK 9;8
9;031A21DK 9;031A21DK 10;7
9;031A21DK 10;031A21DK 11;7
9;031A21DK 11;031A21DK 12;7
9;031A21DK 12;031A21DK 13;7
9;031A21DK 13;131A01DK 13;12
9;131A01DK 13;091A06DK 13;8
9;091A06DK 13;131A01DK 13;8
9;131A01DK 13;031A21DK 13;12
9;031A21DK 13;031A21DK 12;7
9;031A21DK 12;031A21DK 11;7
9;031A21DK 11;031A21DK 10;7
9;031A21DK 10;101A01DK 10;12
9;101A01DK 10;102A01DK 10;22
9;102A01DK 10;092A04DK 10;12
10;034A04DK 4;044A05DK 4;9
10;044A05DK 4;043A03DK 4;30
10;043A03DK 4;013A08DK 4;14
10;013A08DK 4;013A08DK 3;14
10;013A08DK 3;033A05DK 3;5
10;033A05DK 3;013A08DK 3;5
10;013A08DK 3;013A08DK 2;14
10;013A08DK 2;013A08DK 1;17
10;013A08DK 1;013A07DK 1;4
10;013A07DK 1;013A10DK 1;8
10;013A10DK 1;014A01DK 1;2
10;014A01DK 1;014A03DK 1;8
10;014A03DK 1;014A05DK 1;8
10;014A05DK 1;014A09DK 1;9
10;014A09DK 1;015A01DK 1;11
10;015A01DK 1;015A03DK 1;3
10;015A03DK 1;015A03DK 2;16
10;015A03DK 2;025A01DK 2;3
10;025A01DK 2;025A05DK 2;7
10;025A05DK 2;025A06DK 2;7
10;025A06DK 2;025A30DK 2;5
10;025A30DK 2;015A09DK 2;2
10;015A09DK 2;015A09DK 1;17
10;015A09DK 1;015A08DK 1;4
10;015A08DK 1;015A09DK 1;4
10;015A09DK 1;015A09DK 2;17
10;015A09DK 2;025A30DK 2;2
10;025A30DK 2;025A09DK 2;7
10;025A09DK 2;026A18DK 2;10
10;026A18DK 2;026A19DK 2;7
10;026A19DK 2;026A04DK 2;8
10;026A04DK 2;026A04DK 3;6
10;026A04DK 3;026A04DK 4;7
10;026A04DK 4;026A04DK 5;7
10;026A04DK 5;026A04DK 6;8
10;026A04DK 6;026A04DK 7;11
10;026A04DK 7;026A04DK 8;10
10;026A04DK 8;086A01DK 8;12
10;086A01DK 8;026A09DK 8;10
10;026A09DK 8;086A12DK 8;3
10;086A12DK 8;086A10DK 8;3
10;086A10DK 8;086A12DK 8;3
10;086A12DK 8;026A09DK 8;3
10;026A09DK 8;086A01DK 8;10
10;086A01DK 8;026A04DK 8;12
10;026A04DK 8;026A04DK 9;8
10;026A04DK 9;096A01DK 9;16
10;096A01DK 9;095A03DK 9;34
10;095A03DK 9;095A06DK 9;10
11;034A04DK 4;044A05DK 4;9
11;044A05DK 4;043A03DK 4;30
11;043A03DK 4;032A14DK 4;12
11;032A14DK 4;042A12DK 4;3
11;042A12DK 4;092A04DK 4;7
11;092A04DK 4;042A12DK 4;7
11;042A12DK 4;032A14DK 4;3
11;032A14DK 4;032A14DK 5;14
11;032A14DK 5;032A14DK 6;9
11;032A14DK 6;032A14DK 7;9
11;032A14DK 7;032A14DK 8;10
11;032A14DK 8;032A14DK 9;9
11;032A14DK 9;032A14DK 10;10
11;032A14DK 10;102A01DK 10;29
11;102A01DK 10;092A04DK 10;12
11;092A04DK 10;102A01DK 10;12
11;102A01DK 10;101A01DK 10;22
11;101A01DK 10;031A21DK 10;12
11;031A21DK 10;031A21DK 11;7
11;031A21DK 11;031A21DK 12;7
11;031A21DK 12;031A21DK 13;7
11;031A21DK 13;031A21DK 14;7
11;031A21DK 14;141A05DK 14;12
11;141A05DK 14;091A06DK 14;7
11;091A06DK 14;141A05DK 14;7
11;141A05DK 14;031A21DK 14;12
11;031A21DK 14;031A21DK 13;7
11;031A21DK 13;031A21DK 12;7
11;031A21DK 12;031A21DK 11;7
11;031A21DK 11;031A21DK 10;7
11;031A21DK 10;031A21DK 9;7
11;031A21DK 9;031A21DK 8;8
11;031A21DK 8;031A21DK 7;8
11;031A21DK 7;031A21DK 6;8
11;031A21DK 6;061A21DK 6;6
11;061A21DK 6;061A14DK 6;12
11;061A14DK 6;061A07DK 6;12
11;061A07DK 6;061A25DK 6;5
11;061A25DK 6;061P24DK 6;4
11;061P24DK 6;OPEN AREADK 6;16
11;OPEN AREADK 6;061A05DK 6;16
12;034A04DK 4;044A05DK 4;9
12;044A05DK 4;044A04DK 4;5
12;044A04DK 4;044A04DK 5;5
12;044A04DK 5;044A04DK 6;6
12;044A04DK 6;044A04DK 7;7
12;044A04DK 7;044A04DK 8;7
12;044A04DK 8;044A04DK 9;7
12;044A04DK 9;044A04DK 10;6
12;044A04DK 10;104A01DK 10;11
12;104A01DK 10;103A01DK 10;32
12;103A01DK 10;032A14DK 10;16
12;032A14DK 10;032A14DK 11;10
12;032A14DK 11;112A01DK 11;25
12;112A01DK 11;092A04DK 11;10
12;092A04DK 11;112A01DK 11;10
12;112A01DK 11;111A01DK 11;25
12;111A01DK 11;091A06DK 11;6
12;091A06DK 11;111A01DK 11;6
12;111A01DK 11;031A21DK 11;12
12;031A21DK 11;031A21DK 12;7
12;031A21DK 12;031A21DK 13;7
12;031A21DK 13;131A01DK 13;12
12;131A01DK 13;091A06DK 13;8
12;091A06DK 13;131A01DK 13;8
12;131A01DK 13;031A21DK 13;12
12;031A21DK 13;031A21DK 14;7
12;031A21DK 14;141A05DK 14;12
12;141A05DK 14;091A06DK 14;7
13;034A04DK 4;044A05DK 4;9
13;044A05DK 4;044A04DK 4;5
13;044A04DK 4;044A04DK 5;5
13;044A04DK 5;044A04DK 6;6
13;044A04DK 6;044A04DK 7;7
13;044A04DK 7;044A04DK 8;7
13;044A04DK 8;044A04DK 9;7
13;044A04DK 9;044A04DK 10;6
13;044A04DK 10;044A04DK 11;6
13;044A04DK 11;044A04DK 12;6
13;044A04DK 12;124A01DK 12;11
13;124A01DK 12;044A04DK 12;11
13;044A04DK 12;044A04DK 13;6
13;044A04DK 13;044A04DK 14;6
13;044A04DK 14;044A04DK 15;6
13;044A04DK 15;044A04DK 16;6
13;044A04DK 16;044A04DK 18;6
13;044A04DK 18;044A04DK 19;7
13;044A04DK 19;194A02DK 19;3
13;194A02DK 19;094A08DK 19;4
13;094A08DK 19;194A02DK 19;4
13;194A02DK 19;044A04DK 19;3
13;044A04DK 19;194A07DK 19;24
13;194A07DK 19;044A04DK 19;24
13;044A04DK 19;044A04DK 18;7
13;044A04DK 18;044A04DK 16;6
13;044A04DK 16;164A01DK 16;20
13;164A01DK 16;164A03DK 16;28
13;164A03DK 16;163A10DK 16;6
14;034A04DK 4;044A05DK 4;9
14;044A05DK 4;043A03DK 4;30
14;043A03DK 4;032A14DK 4;12
14;032A14DK 4;042A12DK 4;3
14;042A12DK 4;092A04DK 4;7
14;092A04DK 4;042A12DK 4;7
14;042A12DK 4;032A14DK 4;3
14;032A14DK 4;043A03DK 4;12
14;043A03DK 4;043A14DK 4;15
14;043A14DK 4;043A14DK 5;6
14;043A14DK 5;043A14DK 6;6
14;043A14DK 6;043A14DK 7;6
14;043A14DK 7;043A14DK 8;7
14;043A14DK 8;043A14DK 9;7
14;043A14DK 9;043A14DK 10;5
14;043A14DK 10;043A14DK 11;5
14;043A14DK 11;043A14DK 12;5
14;043A14DK 12;043A14DK 13;5
14;043A14DK 13;043A14DK 14;5
14;043A14DK 14;043A14DK 15;5
14;043A14DK 15;153A10DK 15;2
14;153A10DK 15;093A08DK 15;6
14;093A08DK 15;153A10DK 15;6
14;153A10DK 15;043A14DK 15;2
14;043A14DK 15;043A14DK 14;5
14;043A14DK 14;143A01DK 14;8
14;143A01DK 14;144A01DK 14;34
14;144A01DK 14;044A04DK 14;11
14;044A04DK 14;044A04DK 15;6
14;044A04DK 15;044A04DK 16;6
14;044A04DK 16;044A04DK 18;6
14;044A04DK 18;044A04DK 19;7
14;044A04DK 19;194A02DK 19;3
14;194A02DK 19;094A08DK 19;4
14;094A08DK 19;194A02DK 19;4
14;194A02DK 19;044A04DK 19;3
14;044A04DK 19;044A04DK 18;7
14;044A04DK 18;044A04DK 16;6
14;044A04DK 16;164A01DK 16;20
14;164A01DK 16;025A02DK 16;13
14;025A02DK 16;165A01DK 16;18
14;165A01DK 16;155A07DK 16;10
14;155A07DK 16;155A07DK 18;7
14;155A07DK 18;155A07DK 19;8
14;155A07DK 19;196A01DK 19;53
14;196A01DK 19;206A01DK 20;30
14;206A01DK 20;196A01DK 19;30
14;196A01DK 19;205A05DK 20;46
15;034A04DK 4;044A29DK 4;9
15;044A29DK 4;024A06DK 4;5
15;024A06DK 4;025A02DK 4;13
15;025A02DK 4;025A02DK 5;9
15;025A02DK 5;054A12DK 5;20
15;054A12DK 5;053A08DK 5;26
15;053A08DK 5;043A14DK 5;6
15;043A14DK 5;043A14DK 4;6
15;043A14DK 4;043A03DK 4;15
15;043A03DK 4;093A08DK 4;8
15;093A08DK 4;043A03DK 4;8
15;043A03DK 4;013A08DK 4;14
15;013A08DK 4;013A08DK 3;14
15;013A08DK 3;033A05DK 3;5
15;033A05DK 3;013A08DK 3;5
15;013A08DK 3;013A08DK 4;14
15;013A08DK 4;043A03DK 4;14
15;043A03DK 4;032A14DK 4;12
15;032A14DK 4;042A12DK 4;3
15;042A12DK 4;092A04DK 4;7
15;092A04DK 4;042A12DK 4;7
15;042A12DK 4;032A14DK 4;3
15;032A14DK 4;032A04DK 4;22
15;032A04DK 4;041A17DK 4;15
15;041A17DK 4;031A21DK 4;6
15;031A21DK 4;031A21DK 5;6
15;031A21DK 5;031A21DK 6;8
15;031A21DK 6;031A21DK 7;8
15;031A21DK 7;031A21DK 8;8
15;031A21DK 8;031A21DK 9;8
15;031A21DK 9;031A21DK 10;7
15;031A21DK 10;031A21DK 11;7
15;031A21DK 11;031A21DK 12;7
15;031A21DK 12;031A21DK 13;7
15;031A21DK 13;031A21DK 14;7
15;031A21DK 14;141A05DK 14;12
15;141A05DK 14;091A06DK 14;7
16;034A04DK 4;044A05DK 4;9
16;044A05DK 4;044A04DK 4;5
16;044A04DK 4;044A04DK 5;5
16;044A04DK 5;054A04DK 5;9
16;054A04DK 5;044A04DK 5;9
16;044A04DK 5;044A04DK 6;6
16;044A04DK 6;044A04DK 7;7
16;044A04DK 7;044A04DK 8;7
16;044A04DK 8;044A04DK 9;7
16;044A04DK 9;044A04DK 10;6
16;044A04DK 10;044A04DK 11;6
16;044A04DK 11;044A04DK 12;6
16;044A04DK 12;124A01DK 12;11
16;124A01DK 12;044A04DK 12;11
16;044A04DK 12;044A04DK 11;6
16;044A04DK 11;044A04DK 10;6
16;044A04DK 10;044A04DK 9;6
16;044A04DK 9;094A01DK 9;11
16;094A01DK 9;094A08DK 9;26
16;094A08DK 9;094A02DK 9;13
16;094A02DK 9;095A03DK 9;37
16;095A03DK 9;095A06DK 9;10
17;034A04DK 4;044A05DK 4;9
17;044A05DK 4;014A02DK 4;7
17;014A02DK 4;014A02DK 3;15
17;014A02DK 3;034A02DK 3;8
17;034A02DK 3;014A02DK 3;8
17;014A02DK 3;014A02DK 4;15
17;014A02DK 4;044A05DK 4;7
17;044A05DK 4;044A14DK 4;9
17;044A14DK 4;044A05DK 4;9
17;044A05DK 4;044A04DK 4;5
17;044A04DK 4;044A04DK 5;5
17;044A04DK 5;054A01DK 5;12
17;054A01DK 5;044A04DK 5;12
17;044A04DK 5;044A04DK 4;5
17;044A04DK 4;044A05DK 4;5
17;044A05DK 4;043A03DK 4;30
17;043A03DK 4;032A14DK 4;12
17;032A14DK 4;042A12DK 4;3
17;042A12DK 4;092A04DK 4;7
17;092A04DK 4;042A12DK 4;7
17;042A12DK 4;032A14DK 4;3
17;032A14DK 4;032A14DK 5;14
17;032A14DK 5;032A14DK 6;9
17;032A14DK 6;053A02DK 6;16
17;053A02DK 6;043A14DK 6;7
17;043A14DK 6;043A14DK 7;6
17;043A14DK 7;043A14DK 8;7
17;043A14DK 8;043A14DK 9;7
17;043A14DK 9;043A14DK 10;5
17;043A14DK 10;043A14DK 11;5
17;043A14DK 11;043A14DK 12;5
17;043A14DK 12;043A14DK 13;5
17;043A14DK 13;043A14DK 14;5
17;043A14DK 14;043A14DK 15;5
17;043A14DK 15;153A10DK 15;2
17;153A10DK 15;093A08DK 15;6
17;093A08DK 15;153A10DK 15;6
17;153A10DK 15;043A14DK 15;2
17;043A14DK 15;043A14DK 14;5
17;043A14DK 14;043A14DK 13;5
17;043A14DK 13;043A14DK 12;5
17;043A14DK 12;043A14DK 11;5
17;043A14DK 11;043A14DK 10;5
17;043A14DK 10;043A14DK 9;5
17;043A14DK 9;093A02DK 9;8
17;093A02DK 9;094A02DK 9;32
17;094A02DK 9;094A08DK 9;13
18;034A04DK 4;044A05DK 4;9
18;044A05DK 4;014A02DK 4;7
18;014A02DK 4;014A02DK 3;15
18;014A02DK 3;034A02DK 3;8
18;034A02DK 3;014A02DK 3;8
18;014A02DK 3;014A02DK 4;15
18;014A02DK 4;044A05DK 4;7
18;044A05DK 4;043A03DK 4;30
18;043A03DK 4;013A08DK 4;14
18;013A08DK 4;013A08DK 3;14
18;013A08DK 3;033A05DK 3;5
18;033A05DK 3;013A08DK 3;5
18;013A08DK 3;013A08DK 4;14
18;013A08DK 4;043A03DK 4;14
18;043A03DK 4;032A14DK 4;12
18;032A14DK 4;032A04DK 4;22
18;032A04DK 4;042A26DK 4;5
18;042A26DK 4;042A01DK 4;7
18;042A01DK 4;042A26DK 4;7
18;042A26DK 4;032A04DK 4;5
18;032A04DK 4;041A17DK 4;15
18;041A17DK 4;031A21DK 4;6
18;031A21DK 4;031A21DK 5;6
18;031A21DK 5;031A21DK 6;8
18;031A21DK 6;061A21DK 6;6
18;061A21DK 6;031A21DK 6;6
18;031A21DK 6;031A21DK 7;8
18;031A21DK 7;031A21DK 8;8
18;031A21DK 8;031A21DK 9;8
18;031A21DK 9;031A21DK 10;7
18;031A21DK 10;031A21DK 11;7
18;031A21DK 11;111A01DK 11;12
18;111A01DK 11;091A06DK 11;6
19;034A04DK 4;044A05DK 4;9
19;044A05DK 4;044A04DK 4;5
19;044A04DK 4;044A04DK 5;5
19;044A04DK 5;044A04DK 6;6
19;044A04DK 6;054A04DK 6;12
19;054A04DK 6;053A02DK 6;33
19;053A02DK 6;043A14DK 6;7
19;043A14DK 6;043A14DK 7;6
19;043A14DK 7;043A14DK 8;7
19;043A14DK 8;043A14DK 9;7
19;043A14DK 9;043A14DK 10;5
19;043A14DK 10;043A14DK 11;5
19;043A14DK 11;043A14DK 12;5
19;043A14DK 12;043A14DK 13;5
19;043A14DK 13;043A14DK 14;5
19;043A14DK 14;043A14DK 15;5
19;043A14DK 15;153A10DK 15;2
19;153A10DK 15;093A08DK 15;6
19;093A08DK 15;153A10DK 15;6
19;153A10DK 15;043A14DK 15;2
19;043A14DK 15;043A14DK 16;5
19;043A14DK 16;163A03DK 16;14
19;163A03DK 16;163A10DK 16;19
19;163A10DK 16;164A03DK 16;6
19;164A03DK 16;164A01DK 16;28
19;164A01DK 16;164A09DK 16;12
19;164A09DK 16;164A12DK 16;5
19;164A12DK 16;044A04DK 16;3
19;044A04DK 16;044A04DK 18;6
19;044A04DK 18;044A04DK 19;7
19;044A04DK 19;194A02DK 19;3
19;194A02DK 19;094A08DK 19;4
19;094A08DK 19;194A02DK 19;4
19;194A02DK 19;044A04DK 19;3
19;044A04DK 19;044A04DK 18;7
19;044A04DK 18;044A04DK 16;6
19;044A04DK 16;164A01DK 16;20
19;164A01DK 16;025A02DK 16;13
19;025A02DK 16;025A02DK 18;11
19;025A02DK 18;025A02DK 19;11
19;025A02DK 19;195A01DK 19;6
19;195A01DK 19;205A04DK 20;64
